字母,等级,歌名,歌手,突变,技能,类型,双排爆点,开头描述,结尾描述,半cb,全cb,双指数,单排爆点,开头描述,结尾描述,半cb,全cb,分数,单指数
D,8,"Don't Leave Me","防弹少年团",,红色,分开,160 + 368、160 + 369、161 + 368、161 + 369、161 + 368、161 + 369、161 + 368、161 + 369、161 + 368、161 + 369,A - 上面数字 1 单点^^^B - 下面数字 1 单点,A - 左下角数字 7 单点^^^B - 右上角数字 7 单点,217,431,59 + 0.4,160、161、368、369,A - 上面数字 1 单点,A - 左下角数字 7 单点,217,431,1111064,30 - 0.3
,,"原点","徐梦圆",,,分开,239 + 541,A - 左下角数字 5 蓝条开始^^^B - 右上角数字 5 蓝条开始,A - 左上角数字 9 单点^^^B - 右下角数字 9 单点,287,589,50 - 0.4,239、541,A - 左下角数字 5 蓝条开始,A - 左上角数字 9 单点,287,589,1095602,25 - 0.2
E,8,"Electroheart","Amaranthe",,红色,分开,124 + 302、124 + 303、124 + 304、125 + 302、125 + 303、125 + 304、125 + 302、125 + 303、125 + 304、125 + 302,A - 左下角数字 2 单点^^^B - 左下角数字 2 单点,A - 右下角数字 5 蓝条中间^^^B - 右下角数字 5 蓝条中间,172,381,60 - 0.2,124、125、126、302、303、304,A - 左下角数字 2 单点,A - 右下角数字 5 蓝条中间,172,381,1067965,30 - 0.1
,,"Play It Cool","Steve Aoki/MONSTA X",,红色,分开,157 + 236、157 + 237、157 + 238、157 + 249、168 + 236、168 + 237、168 + 238、168 + 249,B - 左下角数字 2 单点^^^B - 右下角数字 1 单点,B - 左下角数字 5 单点^^^B - 左下角数字 3 蓝条结尾,143,297,46 - 0.4,157、168、236、237、238、249,B - 左下角数字 2 单点,B - 左下角数字 5 单点,143,297,797710,23 - 0.2
N,8,"No Joke","罗志祥",,,分开,46 + 338、46 + 339、46 + 340、46 + 341,A - 左下角数字 7 单点^^^B - 左上角数字 11 单点,A - 左上角数字 4 单点^^^B - 左上角数字 2 单点,170,365,52 + 0.0,46,A - 左下角数字 7 单点,A - 左上角数字 4 单点,170,365,1190381,27 + 0.0
,,"I Won’t Let You Go","GOT7",,红色,分开,92 + 224,A - 左边数字 15 绿条开始^^^B - 右边数字 15 绿条开始,A - 右边数字 1 单点、左边数字 1 单点^^^B - 左边数字 1 单点、右边数字 1 单点,137,269,44 - 0.2,224,B - 右边数字 15 绿条开始,B - 左边数字 1 单点、右边数字 1 单点,137,269,702572,22 - 0.1
,,"叮叮当当(QQ炫舞手游原创音乐)","贰哲",,,分开,128 + 185、128 + 356、128 + 357、128 + 358、128 + 413、128 + 185、128 + 356、128 + 357、128 + 358、128 + 413,A - 左上角数字 8 单点^^^A - 右下角数字 1 蓝条开始,A - 右下角数字 1 蓝条结尾、左下角数字 2 单点^^^A - 左上角数字 4 单点,240,468,46 + 0.2,128、129、130、185、356、357、358、413,A - 左上角数字 8 单点,A - 右下角数字 1 蓝条结尾、左下角数字 2 单点,240,468,915927,23 + 0.1
T,10,"太烦恼","杨丞琳",,,分开,142 + 194、142 + 397、397 + 449,A - 右下角数字 9 蓝条开始^^^A - 右下角数字 9 蓝条开始,A - 左边数字 11 蓝条结尾、下面数字 12 单点^^^A - 左边数字 11 蓝条结尾、右下角数字 12 单点,232,566,58 - 0.4,142、397,A - 右下角数字 9 蓝条开始,A - 左边数字 11 蓝条结尾、下面数字 12 单点,232,566,1520581,29 - 0.2
T,8,"Take My Hand","Simple Plan",,,分开,131 + 384,A - 右边数字 4 单点^^^B - 左边数字 4 单点,A - 右上角数字 2 单点^^^B - 左下角数字 2 单点,250,527,56 - 0.4,131、384,A - 右边数字 4 单点,A - 右上角数字 2 单点,250,527,1153725,28 - 0.2
,,"The Fire","吉克隽逸",,红色,分开,79 + 180,A - 右上角数字 1 单点^^^B - 左下角数字 1 单点,A - 右上角数字 7 绿条开始^^^B - 左下角数字 7 绿条开始,137,262,55 - 0.4,180,B - 左下角数字 1 单点,B - 左下角数字 7 绿条开始,137,262,759972,27 + 0.3
,,"Too Much","Carly Rae Jepsen",,红色,分开,67 + 171,A - 右下角数字 10 绿条中间^^^B - 左下角数字 1 单点,A - 右上角数字 16 单点^^^B - 右边数字 9 单点,95,198,40 - 0.4,171,B - 左下角数字 1 单点,B - 右边数字 9 单点,95,198,452120,21 - 0.3
,,"不逃","罗志祥",,红色,分开,52 + 150、52 + 159,A - 右上角数字 5 单点^^^B - 左下角数字 5 单点,A - 左下角数字 2 单点^^^B - 右上角数字 9 单点,133,261,48 - 0.2,150、159,B - 左下角数字 5 单点,B - 右上角数字 9 单点,133,261,704329,24 - 0.1
Q,7,"乞丐","摩登兄弟",,红色,分开,51 + 261,A - 右下角数字 1 单点^^^B - 右下角数字 1 单点,A - 右下角数字 6 单点^^^B - 右下角数字 6 单点,198,389,60 + 0.0,261,B - 右下角数字 1 单点,B - 右下角数字 6 单点,198,389,1123941,30 + 0.0
M,8,"MK Circus","Dough-Boy/王嘉尔",,红色,分开,94 + 167、94 + 168、94 + 169、94 + 170,A - 左上角数字 4 蓝条中间^^^A - 左下角数字 2 单点,A - 左下角数字 12 单点^^^A - 上面数字 5 蓝条结尾、右边数字 6 单点,207,433,62 - 0.4,167、168、169、170,A - 左下角数字 2 单点,A - 上面数字 5 蓝条结尾、右边数字 6 单点,207,433,1121865,31 - 0.2
B,8,"不可思议","金莎",,红色,分开,123 + 231、125 + 231、126 + 231、231 + 284、231 + 286、231 + 287,A - 上面数字 6 单点^^^B - 右上角数字 1 单点,A - 右下角数字 2 单点^^^B - 左下角数字 10 单点,161,330,53 - 0.1,231,B - 右上角数字 1 单点,B - 左下角数字 10 单点,161,330,960804,27 + 0.0
L,9,"恋人募集中","天月-あまつき-",,,分开,113 + 191、113 + 192,A - 左下角数字 5 蓝条开始^^^A - 中间数字 11 绿条结尾,A - 左上角数字 7 单点^^^A - 右下角数字 11 单点,217,436,48 + 0.0,113,A - 左下角数字 5 蓝条开始,A - 左上角数字 7 单点,217,436,1174754,25 + 0.0
M,9,"My Song","花泽香菜",,,分开,195 + 395,A - 左下角数字 7 单点^^^B - 左下角数字 7 单点,A - 右边数字 3 单点^^^B - 右边数字 3 单点,247,471,56 - 0.2,195、395,A - 左下角数字 7 单点,A - 右边数字 3 单点,247,471,1309679,28 - 0.1
,,"蹁跹舞(QQ炫舞手游原创音乐)","QQ炫舞手游",,红色,分开,179 + 215、180 + 215,B - 右下角数字 6 单点^^^B - 左上角数字 10 单点,B - 左下角数字 6 单点^^^B - 下面数字 5 单点,112,275,36 + 0.1,215,B - 左上角数字 10 单点,B - 下面数字 5 单点,112,275,548772,18 + 0.3
,,"Don't Threaten Me With A Good Time","Panic! At The Disco",,红色,分开,50 + 171、50 + 172、51 + 171、51 + 172、51 + 171、51 + 172、51 + 171、51 + 172,A - 左上角数字 9 绿条中间^^^B - 右下角数字 10 绿条中间,A - 左上角数字 9 蓝条结尾^^^B - 右下角数字 9 蓝条结尾,107,228,57 - 0.4,171、172,B - 右下角数字 10 绿条中间,B - 右下角数字 9 蓝条结尾,107,228,684767,28 + 0.3
H,6,"喊出我的名字","创造营2019学员",,红色,分开,187 + 272、187 + 273、187 + 274、187 + 275、187 + 276、187 + 277、187 + 278、187 + 279、187 + 280、187 + 281,B - 右下角数字 11 单点^^^B - 右下角数字 11 单点,B - 上面数字 3 单点^^^B - 左上角数字 1 单点,154,304,48 - 0.2,272、273、274、275、276、277、278、279、280、281,B - 右下角数字 11 单点,B - 左上角数字 1 单点,154,304,832741,24 + 0.0
H,8,"坏女孩","陈嘉桦",,,分开,122 + 324,A - 右上角数字 7 蓝条开始^^^B - 右上角数字 7 蓝条开始,A - 右上角数字 3 单点^^^B - 右上角数字 3 单点,192,480,55 - 0.2,122、324,A - 右上角数字 7 蓝条开始,A - 右上角数字 3 单点,192,480,1206105,27 + 0.4
*,9,"オメガリズム","UPLIFT SPICE",,,分开,50 + 254、51 + 254,A - 右上角数字 3 单点^^^B - 左上角数字 4 单点,A - 左边数字 7 单点^^^B - 左上角数字 7 蓝条结尾,250,624,57 - 0.1,254,B - 左上角数字 4 单点,B - 左上角数字 7 蓝条结尾,250,624,1675413,28 - 0.1
,,"疯了吧","TWICE",,红色,分开,75 + 205、75 + 206、75 + 205、75 + 206、75 + 205、75 + 206、75 + 205、75 + 206、75 + 205、75 + 206,A - 右下角数字 3 蓝条开始^^^B - 左下角数字 4 单点,A - 左上角数字 9 蓝条结尾^^^B - 左下角数字 8 蓝条中间,116,266,48 - 0.5,205、206,B - 左下角数字 4 单点,B - 左下角数字 8 蓝条中间,116,266,697012,24 - 0.2
*,9,"ヒトガタ","HIMEHINA",,,分开,42 + 263、42 + 265、42 + 266、42 + 267、42 + 268、42 + 269、42 + 270、42 + 271、42 + 272、42 + 273,A - 右上角数字 9 蓝条开始^^^B - 左上角数字 6 单点,A - 左上角数字 3 单点^^^B - 右下角数字 3 单点,244,449,61 + 0.0,263、265、266、267、268、269、270、271、272、273,B - 左上角数字 6 单点,B - 右下角数字 3 单点,244,449,1410711,31 + 0.0
T,10,"天樂","和楽器バンド",,,分开,215 + 335,A - 左上角数字 7 单点^^^A - 右上角数字 5 绿条开始、左上角数字 5 绿条开始,A - 右上角数字 13 单点^^^A - 下面数字 5 蓝条结尾,386,711,57 + 0.4,335,A - 右上角数字 5 绿条开始、左上角数字 5 绿条开始,A - 下面数字 5 蓝条结尾,386,711,1678759,32 + 0.4
L,7,"绿色","陈雪凝",,红色,分开,114 + 255,A - 左下角数字 8 单点^^^B - 右上角数字 9 单点,A - 右边数字 14 绿条开始^^^B - 左边数字 7 绿条开始,172,314,48 + 0.2,114、255,A - 左下角数字 8 单点,A - 右边数字 14 绿条开始,172,314,800133,24 + 0.1
H,9,"换我陪你","炎亚纶",,,分开,245 + 567,A - 右下角数字 6 蓝条结尾^^^B - 左上角数字 6 蓝条结尾,A - 中间数字 6 蓝条结尾、左边数字 7 单点^^^B - 中间数字 6 蓝条结尾、右边数字 7 单点,305,627,56 + 0.0,245、567,A - 右下角数字 6 蓝条结尾,A - 中间数字 6 蓝条结尾、左边数字 7 单点,305,627,1339840,28 + 0.0
,,"Time with you","圭贤",,红色,分开,142 + 193、142 + 194,B - 右下角数字 1 单点^^^B - 左上角数字 10 单点,B - 左边数字 5 绿条开始^^^B - 右上角数字 6 蓝条中间,125,232,49 + 0.4,193、194,B - 左上角数字 10 单点,B - 右上角数字 6 蓝条中间,125,232,668625,25 + 0.1
,,"Monsters","Katie Sky",,红色,分开,122 + 170、122 + 171,B - 右下角数字 9 单点^^^B - 右边数字 7 绿条中间,B - 左下角数字 7 单点^^^B - 左下角数字 11 单点,107,235,39 - 0.1,122,B - 右下角数字 9 单点,B - 左下角数字 7 单点,107,235,564713,20 - 0.3
C,9,"Crash","The Primitives",,,分开,450 + 501、450 + 502、450 + 503、450 + 505、450 + 506、450 + 507、450 + 508、450 + 509、450 + 501、450 + 502,B - 右下角数字 8 单点^^^B - 左上角数字 1 蓝条开始,B - 左上角数字 3 单点^^^B - 左下角数字 5 单点,235,549,57 + 0.0,450、451、452、453、454、456、457、458、459、460,B - 右下角数字 8 单点,B - 左上角数字 3 单点,235,549,1354902,29 - 0.5
X,7,"像暗杀似的绕到背后突然拥抱你","太一",,,分开,119 + 271、119 + 272、119 + 273、119 + 274、119 + 276、119 + 277、119 + 278、119 + 279、120 + 271、120 + 272,A - 左边数字 4 单点^^^B - 上面数字 5 单点,A - 右边数字 9 单点^^^B - 右上角数字 9 蓝条中间,180,328,48 + 0.0,119、120、121、122、123、271、272、273、274、276,A - 左边数字 4 单点,A - 右边数字 9 单点,180,328,1037276,24 + 0.0
,,"那时正好","赵政豪",,,分开,130 + 271、130 + 272、130 + 271、130 + 272、130 + 271、130 + 272、130 + 271、130 + 272、130 + 271、130 + 272,A - 右上角数字 1 单点^^^B - 右上角数字 4 单点,A - 左下角数字 4 单点^^^B - 下面数字 5 单点,170,439,45 - 0.5,271、272,B - 右上角数字 4 单点,B - 下面数字 5 单点,170,439,1026662,22 + 0.4
D,9,"DANCE DANCE","Day6",100,,分开,155 + 202、155 + 426、155 + 473、202 + 426、202 + 473、426 + 473,A - 左下角数字 3 单点^^^A - 右下角数字 3 单点,A - 中间数字 9 蓝条结尾、右下角数字 10 单点^^^A - 中间数字 9 蓝条结尾、左下角数字 10 单点,253,541,59 + 0.0,155、202、426、473,A - 左下角数字 3 单点,A - 中间数字 9 蓝条结尾、右下角数字 10 单点,253,541,1388746,30 - 0.5
,,"Turn Up","周汤豪",100,红色,分开,98 + 266、98 + 267、99 + 266、99 + 267、99 + 266、99 + 267、99 + 266、99 + 267,A - 右下角数字 1 绿条中间^^^B - 左上角数字 1 绿条中间,A - 左下角数字 6 单点^^^B - 右上角数字 6 单点,155,316,50 + 0.0,266、267,B - 左上角数字 1 绿条中间,B - 右上角数字 6 单点,155,316,829255,25 + 0.0
A,8,"爱不得 恨不得 舍不得","胡彦斌",,,分开,210 + 472、210 + 474、210 + 476、210 + 478、210 + 479、210 + 480、212 + 472、212 + 474、212 + 476、212 + 478,A - 右下角数字 1 单点^^^B - 右下角数字 1 单点,A - 左下角数字 7 单点^^^B - 左下角数字 7 单点,250,512,56 + 0.0,210、212、214、216、217、218、472、474、476、478,A - 右下角数字 1 单点,A - 左下角数字 7 单点,250,512,1473957,28 + 0.0
,,"彩虹","苏醒",,红色,分开,83 + 180、83 + 181、83 + 182、83 + 183、83 + 180、83 + 181、83 + 182、83 + 183,A - 右上角数字 4 绿条结尾^^^B - 左上角数字 3 单点,A - 左边数字 9 单点^^^B - 左上角数字 8 蓝条中间,119,240,50 - 0.2,180、181、182、183,B - 左上角数字 3 单点,B - 左上角数字 8 蓝条中间,119,240,670323,28 - 0.2
,,"孤注一掷的舞者","DOES",,,分开,194 + 250、194 + 251、194 + 264、194 + 269、194 + 270,A - 左下角数字 4 单点^^^B - 左下角数字 4 单点,A - 右边数字 9 绿条开始^^^B - 右下角数字 3 单点,231,427,52 + 0.2,194,A - 左下角数字 4 单点,A - 右边数字 9 绿条开始,231,427,1271937,26 + 0.3
D,10,"Dear Brave","鹿乃",,蓝色,分开,353 + 383、354 + 383,B - 右下角数字 2 单点^^^B - 左上角数字 1 单点,B - 右上角数字 6 蓝条中间^^^B - 下面数字 5 单点,351,725,52 - 0.2,353、354,B - 右下角数字 2 单点,B - 右上角数字 6 蓝条中间,351,725,1919263,27 - 0.1
S,7,"傻呆呆","BY2",,红色,分开,143 + 249、143 + 290、249 + 290,A - 左上角数字 1 单点、右上角数字 1 单点^^^B - 右下角数字 1 单点、左下角数字 1 单点,A - 右下角数字 4 单点^^^B - 左上角数字 4 单点,184,321,54 + 0.0,143、249、290,A - 左上角数字 1 单点、右上角数字 1 单点,A - 右下角数字 4 单点,184,321,896142,27 + 0.0
,,"PRINCESS","Samuel",,红色,分开,89 + 210、89 + 211、89 + 210、89 + 211、89 + 210、89 + 211、89 + 210、89 + 211、89 + 210、89 + 211,A - 右上角数字 11 单点^^^B - 左下角数字 11 单点,A - 右上角数字 14 单点^^^B - 左下角数字 14 单点,113,247,50 + 0.0,210、211,B - 左下角数字 11 单点,B - 左下角数字 14 单点,113,247,701974,25 + 0.0
P,8,"僕は僕であって","angela/fripSide",,,分开,409 + 445、410 + 445、418 + 445、419 + 445,B - 右上角数字 4 蓝条开始^^^B - 右下角数字 4 蓝条开始,B - 左上角数字 5 蓝条结尾^^^B - 右下角数字 5 蓝条结尾,194,471,51 + 0.0,445,B - 右下角数字 4 蓝条开始,B - 右下角数字 5 蓝条结尾,194,471,1334186,27 + 0.0
D,9,"Defiance","雨宮天",,,分开,151 + 198、151 + 469、151 + 516、151 + 198、151 + 469、151 + 516、151 + 198、151 + 469、151 + 516、151 + 198,A - 右上角数字 1 单点^^^A - 左上角数字 1 单点,A - 右下角数字 4 单点^^^A - 左下角数字 4 单点,309,639,56 - 0.4,151、198、469、516,A - 右上角数字 1 单点,A - 右下角数字 4 单点,309,639,1483590,28 - 0.2
Y,7,"鹦鹉","任然",,红色,分开,181 + 388、181 + 389、181 + 390、181 + 391、182 + 388、182 + 389、182 + 390、182 + 391、183 + 388、183 + 389,A - 右边数字 6 单点^^^B - 左边数字 4 单点,A - 右下角数字 7 蓝条结尾、上面数字 8 单点^^^B - 左上角数字 7 蓝条结尾、下面数字 8 单点,285,491,69 + 0.0,181、182、183、184、388、389、390、391,A - 右边数字 6 单点,A - 右下角数字 7 蓝条结尾、上面数字 8 单点,285,491,1245919,35 - 0.5
,,"星期天","张紫豪",,红色,分开,95 + 232、95 + 233、95 + 234、95 + 235,A - 右上角数字 1 单点、左上角数字 1 单点^^^B - 左下角数字 1 单点,A - 左上角数字 3 蓝条结尾^^^B - 左下角数字 4 蓝条结尾,135,290,50 - 0.1,232、233、234、235,B - 左下角数字 1 单点,B - 左下角数字 4 蓝条结尾,135,290,786812,25 + 0.0
S,8,"生而倔强","熊汝霖",,,分开,111 + 475、112 + 475、371 + 475、372 + 475,A - 右上角数字 1 单点^^^B - 右下角数字 4 单点,A - 左边数字 5 单点^^^B - 右下角数字 6 蓝条结尾,260,523,56 - 0.5,475,B - 右下角数字 4 单点,B - 右下角数字 6 蓝条结尾,260,523,1171445,29 - 0.3
Y,9,"雲を抜けた青空","Da-iCE",,,分开,156 + 387,A - 左上角数字 1 单点、右上角数字 1 单点^^^B - 右下角数字 1 单点、左下角数字 1 单点,A - 右下角数字 14 绿条中间^^^B - 左上角数字 14 绿条中间,232,479,59 - 0.2,156、387,A - 左上角数字 1 单点、右上角数字 1 单点,A - 右下角数字 14 绿条中间,232,479,1257217,29 + 0.4
,,"两小无猜","小木",,红色,分开,103 + 188、104 + 188、105 + 188、106 + 188,A - 右上角数字 7 绿条结尾^^^B - 上面数字 1 单点,A - 右上角数字 3 单点^^^B - 右上角数字 4 单点,168,381,64 + 0.0,188,B - 上面数字 1 单点,B - 右上角数字 4 单点,168,381,1066234,34 + 0.0
,,"如果当时","胡夏",,红色,分开,184 + 276、191 + 276、192 + 276、194 + 276,B - 右上角数字 1 蓝条开始^^^B - 左边数字 6 蓝条开始,B - 右上角数字 9 单点^^^B - 左上角数字 7 单点、右上角数字 7 单点,183,392,64 - 0.1,276,B - 左边数字 6 蓝条开始,B - 左上角数字 7 单点、右上角数字 7 单点,183,392,968922,34 - 0.3
,,"ME!","Taylor Swift/Brendon Urie",,红色,分开,33 + 105、33 + 106、33 + 107、33 + 108,A - 左上角数字 3 绿条开始^^^B - 右上角数字 11 单点,A - 左上角数字 6 单点^^^B - 左上角数字 3 绿条结尾,81,186,37 - 0.2,105、106、107、108,B - 右上角数字 11 单点,B - 左上角数字 3 绿条结尾,81,186,447524,18 + 0.4
P,8,"偏偏","Sihan/银临",,,分开,135 + 325,A - 左下角数字 5 蓝条开始^^^B - 左上角数字 7 蓝条开始,A - 左上角数字 5 单点^^^B - 右下角数字 4 单点,185,419,49 + 0.4,135、325,A - 左下角数字 5 蓝条开始,A - 左上角数字 5 单点,185,419,1040198,25 - 0.3
M,8,"冒险蓝图","Chic Chili",,,分开,177 + 436,A - 左下角数字 1 蓝条中间^^^B - 左上角数字 1 单点,A - 右上角数字 4 蓝条结尾、左上角数字 5 单点^^^B - 左下角数字 4 蓝条结尾、右下角数字 5 单点,293,550,58 + 0.2,177,A - 左下角数字 1 蓝条中间,A - 右上角数字 4 蓝条结尾、左上角数字 5 单点,293,550,1320122,30 + 0.1
S,8,"SUPERMOON","HIROOMI TOSAKA",,,分开,155 + 333、155 + 334、156 + 333、156 + 334、156 + 333、156 + 334、156 + 333、156 + 334、156 + 333、156 + 334,A - 右边数字 3 单点^^^B - 右边数字 3 单点,A - 左边数字 8 蓝条中间^^^B - 左边数字 8 蓝条中间,208,386,52 + 0.0,155、156、333、334,A - 右边数字 3 单点,A - 左边数字 8 蓝条中间,208,386,1167334,26 + 0.0
P,9,"PIRI","Dreamcatcher",,,分开,158 + 464、158 + 465、158 + 464、158 + 465、158 + 464、158 + 465、158 + 464、158 + 465、158 + 464、158 + 465,A - 右上角数字 2 单点^^^B - 左下角数字 8 蓝条开始,A - 上面数字 6 单点^^^B - 右边数字 3 单点,218,550,54 - 0.1,464、465,B - 左下角数字 8 蓝条开始,B - 右边数字 3 单点,218,550,1619517,28 - 0.1
F,6,"Flamingo","米津玄師",,红色,分开,137 + 261、137 + 262、137 + 263、137 + 267,A - 右上角数字 5 单点^^^B - 左上角数字 1 单点,A - 左下角数字 6 蓝条结尾^^^B - 中间数字 3 单点,165,328,49 - 0.4,137,A - 右上角数字 5 单点,A - 左下角数字 6 蓝条结尾,165,328,882925,25 - 0.2
,,"Baby Don't Cry","于湉",,红色,分开,98 + 230,A - 左边数字 5 单点^^^B - 右边数字 5 单点,A - 左边数字 7 单点^^^B - 右边数字 7 单点,139,271,52 - 0.4,230,B - 右边数字 5 单点,B - 右边数字 7 单点,139,271,811854,26 - 0.2
,,"I like you(炫舞音乐季主题曲)","孟美岐",,,分开,416 + 465、416 + 467、430 + 472,B - 左边数字 12 蓝条中间^^^B - 右边数字 6 蓝条开始、中间数字 6 蓝条开始,B - 下面数字 13 蓝条结尾、右下角数字 14 单点^^^B - 右上角数字 7 蓝条中间,250,509,72 - 0.2,439、440,B - 左下角数字 7 绿条中间,B - 右上角数字 9 单点,250,509,1539366,37 + 0.3
,,"我曾","1908公社",,红色,分开,78 + 221、78 + 222、78 + 221、78 + 222、78 + 221、78 + 222,A - 左下角数字 7 蓝条开始^^^B - 右边数字 6 单点,A - 右下角数字 3 单点^^^B - 左上角数字 2 单点,130,274,52 - 0.4,221、222,B - 右边数字 6 单点,B - 左上角数字 2 单点,130,274,749506,26 - 0.2
,,"幸福症候群","nanawoakari",,红色,分开,66 + 200,A - 右下角数字 1 单点^^^B - 右上角数字 3 单点,A - 右下角数字 3 蓝条结尾、左上角数字 4 单点^^^B - 左上角数字 7 单点,178,441,64 - 0.2,200,B - 右上角数字 3 单点,B - 左上角数字 7 单点,178,441,1143378,32 - 0.1
,,"She is","OVAN/SHAUN",,红色,分开,91 + 193、91 + 194,A - 右上角数字 5 蓝条中间^^^B - 左下角数字 4 蓝条开始,A - 右边数字 4 单点^^^B - 左下角数字 4 蓝条结尾,155,250,57 - 0.2,91,A - 右上角数字 5 蓝条中间,A - 右边数字 4 单点,155,250,738985,31 + 0.0
,,"Loved","Highlight",,红色,分开,50 + 165、51 + 165、52 + 165,A - 左边数字 1 单点^^^B - 左下角数字 4 单点,A - 左上角数字 7 单点^^^B - 右下角数字 8 单点,161,311,46 - 0.1,165,B - 左下角数字 4 单点,B - 右下角数字 8 单点,161,311,828388,24 - 0.1
H,9,"火炎","女王蜂",,,分开,144 + 405,A - 右上角数字 1 单点^^^B - 左下角数字 1 单点,A - 下面数字 13 单点^^^B - 上面数字 8 单点,236,540,51 + 0.4,144、405,A - 右上角数字 1 单点,A - 下面数字 13 单点,236,540,1413154,26 - 0.3
Y,6,"越来越近","苏醒",,红色,分开,51 + 182、51 + 183,A - 右下角数字 6 单点^^^B - 右上角数字 6 蓝条开始,A - 左边数字 11 绿条开始^^^B - 左上角数字 5 蓝条结尾,129,305,48 + 0.1,182、183,B - 右上角数字 6 蓝条开始,B - 左上角数字 5 蓝条结尾,129,305,795862,25 - 0.1
S,9,"So Good","Red Velvet",,,分开,93 + 284、93 + 285,A - 右下角数字 8 单点^^^B - 左上角数字 7 单点,A - 中间数字 5 单点^^^B - 上面数字 4 单点,192,374,54 - 0.4,284、285,B - 左上角数字 7 单点,B - 上面数字 4 单点,192,374,1094414,27 - 0.2
,,"HERO","李子璇",,红色,分开,81 + 192、81 + 193、81 + 194、81 + 192、81 + 193、81 + 194、81 + 192、81 + 193、81 + 194,A - 右上角数字 6 单点^^^B - 左下角数字 1 单点,A - 左边数字 6 单点^^^B - 右上角数字 3 单点,140,283,55 - 0.3,192、193、194,B - 左下角数字 1 单点,B - 右上角数字 3 单点,140,283,833697,27 + 0.2
,,"不念则忘","音阙诗听/赵方婧",,红色,分开,140 + 249、140 + 250、140 + 249、140 + 250、140 + 249、140 + 250、140 + 249、140 + 250、140 + 249、140 + 250,A - 右上角数字 7 单点^^^B - 右下角数字 1 单点,A - 左下角数字 9 蓝条结尾、右上角数字 10 单点^^^B - 左边数字 6 单点,174,316,53 - 0.2,140、141,A - 右上角数字 7 单点,A - 左下角数字 9 蓝条结尾、右上角数字 10 单点,174,316,861430,27 + 0.0
,,"就喜欢你","董又霖",,红色,分开,68 + 178、68 + 179、68 + 180,A - 右上角数字 1 单点^^^B - 右下角数字 3 单点,A - 左下角数字 6 绿条开始^^^B - 左下角数字 9 单点,109,208,44 - 0.1,178、179、180,B - 右下角数字 3 单点,B - 左下角数字 9 单点,109,208,576920,23 - 0.3
H,9,"HUSTLE","陈梓童",,,分开,79 + 127、79 + 128、79 + 364、79 + 127、79 + 128、79 + 364、79 + 127、79 + 128、79 + 364、79 + 127,A - 上面数字 8 单点^^^A - 左下角数字 3 单点,A - 下面数字 4 单点^^^A - 右下角数字 9 单点,251,546,55 + 0.0,79,A - 上面数字 8 单点,A - 下面数字 4 单点,251,546,1590778,28 + 0.0
S,6,"Slow It Down","Charlie Puth",,红色,分开,99 + 229,A - 上面数字 6 蓝条开始^^^B - 右下角数字 6 蓝条开始,A - 左上角数字 9 绿条开始^^^B - 右下角数字 9 绿条开始,143,298,57 - 0.2,229,B - 右下角数字 6 蓝条开始,B - 右下角数字 9 绿条开始,143,298,817246,28 + 0.4
B,7,"捕风","音频怪物/汐音社",,,分开,170 + 399,A - 左下角数字 1 单点^^^B - 下面数字 2 单点,A - 右下角数字 8 绿条开始^^^B - 左边数字 5 蓝条结尾,224,461,48 + 0.2,170,A - 左下角数字 1 单点,A - 右下角数字 8 绿条开始,224,461,1095776,24 + 0.2
*,10,"[A]ddiction","EVO+",,,分开,167 + 360、167 + 361、167 + 546、167 + 547、168 + 360、168 + 361、168 + 546、168 + 547、360 + 546、360 + 547,A - 下面数字 5 单点^^^B - 下面数字 9 单点,A - 右边数字 2 单点^^^B - 右边数字 2 单点,267,589,66 + 0.0,167、168、360、361、546、547,A - 下面数字 5 单点,A - 右边数字 2 单点,267,589,1908288,33 + 0.0
,,"On My Way","Alan Walker/Sabrina Carpenter/Farruko",,红色,分开,34 + 128、34 + 129、35 + 128、35 + 129、35 + 128、35 + 129、35 + 128、35 + 129,A - 左下角数字 3 绿条中间^^^B - 右下角数字 6 单点,A - 左上角数字 8 单点^^^B - 左上角数字 3 单点,74,163,42 - 0.4,34、35,A - 左下角数字 3 绿条中间,A - 左上角数字 8 单点,74,163,429338,22 + 0.0
L,8,"零之相册(QQ炫舞手游原创音乐)","埋葬&优十",,,分开,155 + 388、155 + 389、156 + 388、156 + 389、157 + 388、157 + 389、158 + 388、158 + 389,A - 左下角数字 1 单点^^^B - 左边数字 1 蓝条开始,A - 左上角数字 3 蓝条中间^^^B - 右下角数字 4 单点,215,450,62 + 0.0,155、156、157、158、388、389,A - 左下角数字 1 单点,A - 左上角数字 3 蓝条中间,215,450,1274356,31 + 0.0
,,"I am YOU","Stray Kids",,,分开,126 + 293,A - 右上角数字 2 单点^^^B - 左下角数字 2 单点,A - 上面数字 9 绿条开始^^^B - 下面数字 9 绿条开始,249,442,57 - 0.4,126、293,A - 右上角数字 2 单点,A - 上面数字 9 绿条开始,249,442,1088292,28 + 0.3
