字母,等级,歌名,歌手,突变,技能,类型,双排爆点,开头描述,结尾描述,半cb,全cb,双指数,单排爆点,开头描述,结尾描述,半cb,全cb,分数,单指数
,,"365","Zedd/Katy Perry",,红色,分开,91 + 263,A - 三轨单点^^^B - 二轨单点,A - 一轨单点^^^B - 四轨单点,188,379,61 + 0.0,263,B - 二轨单点,B - 四轨单点,188,379,772245,31 - 0.5
Z,6,"再快乐一点","张韶涵",,红色,分开,260 + 805、696 + 805,A - 一轨长条中间、三轨长条中间^^^B - 一轨长条开始、三轨长条开始,A - 一轨单点、三轨单点^^^B - 二轨长条结尾、四轨长条结尾,452,984,70 + 0.0,805,B - 一轨长条开始、三轨长条开始,B - 二轨长条结尾、四轨长条结尾,452,984,1385170,37 - 0.5
,,"BET","Da-iCE",,,分开,113 + 384,A - 二轨单点^^^B - 三轨单点,A - 二轨长条左滑^^^B - 三轨长条右滑,271,608,56 + 0.4,113、384,A - 二轨单点,A - 二轨长条左滑,271,608,1106345,28 + 0.2
L,6,"绿色","陈雪凝",,红色,分开,184 + 355、185 + 355、191 + 355、192 + 355,A - 四轨单点^^^B - 二轨单点,A - 三轨单点^^^B - 四轨单点,286,522,58 + 0.2,355,B - 二轨单点,B - 四轨单点,286,522,1027079,30 + 0.2
,,"不念则忘","音阙诗听/赵方婧",,红色,分开,342 + 437,B - 四轨长条开始^^^B - 四轨长条开始,B - 一轨单点^^^B - 一轨单点,266,525,52 - 0.2,342,B - 四轨长条开始,B - 一轨单点,266,525,897329,27 - 0.5
,,"勇往直前恋上你","王霏霏/赵天宇",,红色,分开,94 + 269,A - 二轨单点^^^B - 二轨长条中间,A - 二轨单点^^^B - 一轨单点,178,368,62 + 0.3,94,A - 二轨单点,A - 二轨单点,178,368,872867,32 - 0.5
H,7,"坏女孩","陈嘉桦",,,分开,168 + 585,A - 三轨长条右滑^^^B - 三轨长条右滑,A - 二轨单点^^^B - 二轨单点,400,988,72 - 0.4,168、585,A - 三轨长条右滑,A - 二轨单点,400,988,1633686,36 - 0.2
,,"豆你玩","李子璇",,红色,分开,300 + 340、300 + 341、300 + 342、300 + 344、300 + 345、300 + 346、300 + 347、300 + 348、300 + 350、300 + 351,B - 四轨单点^^^B - 三四轨滑键,B - 一轨单点^^^B - 一二轨滑键,276,454,80 + 0.0,300、302、303、304、305、306、308、309、310、312,B - 四轨单点,B - 一轨单点,276,454,1173211,40 + 0.0
R,6,"Ring Ding Dong","SHINee",,红色,分开,145 + 405,A - 一轨单点^^^B - 四轨单点,A - 一轨长条右滑、四轨长条结尾^^^B - 一轨长条结尾、四轨长条左滑,265,576,76 + 0.4,145、405,A - 一轨单点,A - 一轨长条右滑、四轨长条结尾,265,576,1249362,38 + 0.2
,,"Radiant","TANGRAM",,,分开,208 + 758,A - 四轨单点^^^B - 一轨单点,A - 一轨长条结尾、三轨长条右滑^^^B - 二轨长条左滑、四轨长条结尾,560,1151,93 + 0.2,208、758,A - 四轨单点,A - 一轨长条结尾、三轨长条右滑,560,1151,2025761,47 - 0.4
S,9,"SUPERMOON","HIROOMI TOSAKA",,,分开,313 + 386、313 + 728、313 + 801、386 + 728、386 + 801、728 + 801,A - 三四轨滑条^^^A - 四三轨滑条,A - 二轨长条右滑^^^A - 一轨单点,450,865,80 + 0.4,313、386、728、801,A - 三四轨滑条,A - 二轨长条右滑,450,865,1687715,40 + 0.2
,,"Last One Standing","Simple Plan",,,分开,301 + 820,A - 一轨长条开始、四轨长条中间^^^B - 一轨长条中间、四轨长条开始,A - 二轨长条中间、四轨长条中间^^^B - 一轨长条中间、三轨长条中间,494,1332,108 - 0.4,301、820,A - 一轨长条开始、四轨长条中间,A - 二轨长条中间、四轨长条中间,494,1332,2296803,54 - 0.2
,,"Turn Up","周汤豪",,红色,分开,186 + 494,A - 四轨长条中间^^^B - 一轨长条中间,A - 四轨单点^^^B - 一轨单点,289,587,68 - 0.4,186、494,A - 四轨长条中间,A - 四轨单点,289,587,1106190,34 - 0.2
,,"She is","OVAN/SHAUN",,红色,分开,113 + 166、114 + 166、115 + 166、116 + 166,A - 四轨单点^^^A - 四轨单点,A - 四轨单点^^^A - 一轨长条中间,241,385,51 + 0.1,152,A - 二轨长条中间,A - 二轨单点,241,385,739909,28 + 0.2
,,"朝代","排骨教主",,红色,分开,121 + 294,A - 三轨单点^^^B - 二轨单点,A - 三轨长条中间^^^B - 二轨长条中间,227,477,63 + 0.0,121、294,A - 三轨单点,A - 三轨长条中间,227,477,981844,32 - 0.5
,,"HERO","李子璇",,红色,分开,24 + 101,A - 三轨单点^^^A - 三轨长条中间,A - 四轨单点^^^A - 四轨单点,269,514,73 + 0.2,101,A - 三轨长条中间,A - 四轨单点,269,514,1109228,39 - 0.1
,,"两小无猜","小木",50,红色,分开,383 + 491,B - 二轨单点^^^B - 四轨单点,B - 一轨长条中间^^^B - 三轨长条中间,261,597,62 - 0.2,491,B - 四轨单点,B - 三轨长条中间,261,597,1155525,32 - 0.1
D,10,"Dancing on","FTISLAND",,,分开,225 + 844,A - 一轨单点^^^B - 四轨单点,A - 四轨长条左滑^^^B - 一轨长条右滑,647,1273,88 - 0.2,225、844,A - 一轨单点,A - 四轨长条左滑,647,1273,2223697,44 - 0.1
,,"原点","徐梦圆",,,分开,493 + 1130,A - 二轨长条中间^^^B - 三轨长条中间,A - 一轨单点^^^B - 四轨单点,606,1244,75 + 0.4,1130,B - 三轨长条中间,B - 四轨单点,606,1244,1757459,38 + 0.2
,,"不逃","罗志祥",,红色,分开,175 + 377,A - 三轨单点^^^B - 三轨单点,A - 一轨单点^^^B - 一轨单点,221,429,60 - 0.5,175,A - 三轨单点,A - 一轨单点,221,429,900859,30 - 0.1
,,"孤注一掷的舞者","DOES",,,分开,200 + 765、765 + 887、765 + 1003,A - 二一轨滑键、四轨长条开始^^^B - 三轨长条右滑,A - 三轨长条左滑^^^B - 一轨长条中间、四轨长条中间,573,1120,84 + 0.3,765,B - 三轨长条右滑,B - 一轨长条中间、四轨长条中间,573,1120,2026461,43 + 0.3
K,10,"克罗地亚第二狂想曲","Various Artists",,蓝色,分开,1246 + 2177,B - 四轨长条中间^^^B - 一轨长条中间、三四轨滑键,B - 一轨长条右滑、三轨长条右滑^^^B - 一轨长条中间、三轨长条中间,1131,2314,103 - 0.1,1246,B - 四轨长条中间,B - 一轨长条右滑、三轨长条右滑,1131,2314,5036977,52 + 0.1
,,"I like you(炫舞音乐季主题曲)","孟美岐",,,分开,360 + 721、360 + 727,A - 一轨长条中间^^^B - 四轨单点,A - 二一轨滑键、四轨长条左滑^^^B - 二轨单点,426,863,79 + 0.2,721、727,B - 四轨单点,B - 二轨单点,426,863,1743960,43 - 0.1
H,9,"Hypnotic","Zella Day",,,分开,284 + 709,A - 三四轨滑条^^^B - 二一轨滑条,A - 二轨长条中间^^^B - 三轨长条中间,642,1296,80 + 0.2,284、709,A - 三四轨滑条,A - 二轨长条中间,642,1296,2401860,40 + 0.1
C,6,"藏不住","BY2/萧秉治",,,分开,240 + 694、623 + 694,A - 四轨单点^^^B - 一轨单点,A - 三轨长条中间^^^B - 三轨单点,324,748,50 + 0.3,694,B - 一轨单点,B - 三轨单点,324,748,1233000,26 - 0.3
,,"I Got You","Bebe Rexha",,红色,分开,142 + 279,A - 二轨单点^^^B - 一轨单点、三轨单点,A - 四轨单点^^^B - 三轨单点,191,406,73 + 0.0,279,B - 一轨单点、三轨单点,B - 三轨单点,191,406,880980,38 + 0.0
,,"我的告白","王栎鑫/周文杰",,,分开,771 + 963、773 + 963、776 + 963、778 + 963,B - 三轨长条中间^^^B - 二轨长条开始,B - 三轨长条右滑^^^B - 一轨长条结尾、四轨单点,614,1063,90 - 0.4,771、773、776、778,B - 三轨长条中间,B - 三轨长条右滑,614,1063,1871947,46 + 0.3
,,"Focus","TANGRAM",,,分开,135 + 324,A - 一轨单点、三轨单点^^^B - 一轨单点、四轨单点,A - 四轨单点^^^B - 一轨单点,277,660,63 + 0.0,135、324,A - 一轨单点、三轨单点,A - 四轨单点,277,660,1455221,32 - 0.5
