字母,等级,歌名,歌手,突变,技能,类型,双排爆点,开头描述,结尾描述,半cb,全cb,双指数,单排爆点,开头描述,结尾描述,半cb,全cb,分数,单指数
,,"幸福症候群","nanawoakari",,,分开,105 + 378、105 + 379、106 + 378、106 + 379、107 + 378、107 + 379、108 + 378、108 + 379、109 + 378、109 + 379,A - 三轨单点^^^B - 二轨单点,A - 二轨单点^^^B - 二轨长条结尾,351,817,78 - 0.4,105、106、107、108、109,A - 三轨单点,A - 二轨单点,351,817,1654079,39 + 0.0
M,9,"MK Circus","Dough-Boy/王嘉尔",,,分开,239 + 792,A - 二轨单点、三轨单点^^^B - 一轨长条开始、三轨长条中间,A - 三轨单点^^^B - 一轨长条结尾、四轨长条结尾,429,998,95 + 0.4,239,A - 二轨单点、三轨单点,A - 三轨单点,429,998,1978976,48 + 0.1
,,"倾杯","SING女团",,,分开,269 + 652、580 + 652,A - 一轨单点、四轨单点^^^B - 二轨单点、三轨单点,A - 一轨单点^^^B - 一轨单点,384,723,68 - 0.5,652,B - 二轨单点、三轨单点,B - 一轨单点,384,723,1326548,34 + 0.2
,,"365","Zedd/Katy Perry",,红色,分开,90 + 262,A - 一轨单点^^^B - 四轨单点,A - 一轨单点^^^B - 四轨单点,188,379,63 + 0.0,262,B - 四轨单点,B - 四轨单点,188,379,777549,32 - 0.5
Z,6,"再快乐一点","张韶涵",,红色,分开,256 + 805、692 + 805,A - 一轨长条开始、三轨长条开始^^^B - 一轨长条开始、三轨长条开始,A - 一轨单点、三轨单点^^^B - 一轨单点,452,984,73 - 0.2,805,B - 一轨长条开始、三轨长条开始,B - 一轨单点,452,984,1390474,38 - 0.5
,,"BET","Da-iCE",,,分开,113 + 271、271 + 384,A - 二轨单点^^^B - 三轨单点,A - 一轨长条中间^^^B - 四轨单点,271,608,58 - 0.2,271,B - 三轨单点,B - 四轨单点,271,608,1107728,29 + 0.0
L,6,"绿色","陈雪凝",,红色,分开,184 + 355、191 + 355,A - 四轨单点^^^B - 二轨单点,A - 一轨单点^^^B - 三轨长条开始,286,522,60 - 0.5,355,B - 二轨单点,B - 三轨长条开始,286,522,1028670,31 - 0.5
,,"不念则忘","音阙诗听/赵方婧",,红色,分开,356 + 439,B - 一轨长条开始^^^B - 四轨长条中间,B - 一轨单点^^^B - 三轨单点,266,525,52 + 0.3,356,B - 一轨长条开始,B - 一轨单点,266,525,899451,27 - 0.1
,,"勇往直前恋上你","王霏霏/赵天宇",,红色,分开,93 + 266、93 + 267,A - 一轨单点^^^B - 一轨单点,A - 二轨单点^^^B - 三轨单点,178,368,64 + 0.2,93,A - 一轨单点,A - 二轨单点,178,368,877950,33 - 0.5
H,7,"坏女孩","陈嘉桦",,,分开,166 + 583,A - 三轨长条开始^^^B - 三轨长条开始,A - 二轨单点^^^B - 二轨单点,400,988,73 + 0.4,166、583,A - 三轨长条开始,A - 二轨单点,400,988,1635243,37 - 0.3
,,"豆你玩","李子璇",,红色,分开,300 + 341、300 + 342、300 + 344、300 + 345、300 + 346、300 + 347、300 + 348、300 + 350、300 + 351、300 + 352,B - 四轨单点^^^B - 二一轨滑键,B - 三四轨滑键^^^B - 三轨单点,276,454,82 + 0.0,300、302、303、304、305、306、308、309、310、312,B - 四轨单点,B - 三四轨滑键,276,454,1178515,41 + 0.0
R,6,"Ring Ding Dong","SHINee",,红色,分开,144 + 404,A - 二轨单点^^^B - 三轨单点,A - 一轨长条右滑、四轨长条结尾^^^B - 一轨长条结尾、四轨长条左滑,265,576,78 + 0.4,144、404,A - 二轨单点,A - 一轨长条右滑、四轨长条结尾,265,576,1254666,39 + 0.2
,,"Radiant","TANGRAM",,,分开,208 + 758、208 + 759、208 + 760、208 + 758、208 + 759、208 + 760、208 + 758、208 + 759、208 + 760、208 + 758,A - 四轨单点^^^B - 一轨单点,A - 一轨长条结尾、三轨长条右滑^^^B - 二轨长条左滑、四轨长条结尾,560,1151,93 + 0.2,208、209、210、758、759、760,A - 四轨单点,A - 一轨长条结尾、三轨长条右滑,560,1151,2025761,47 - 0.4
S,9,"SUPERMOON","HIROOMI TOSAKA",,,分开,219 + 634,A - 二轨长条开始、四轨长条开始^^^B - 一轨长条开始、三轨长条开始,A - 二轨长条左滑^^^B - 三轨长条右滑,450,865,83 - 0.4,219、634,A - 二轨长条开始、四轨长条开始,A - 二轨长条左滑,450,865,1689614,41 + 0.3
,,"Last One Standing","Simple Plan",,,分开,301 + 820,A - 一轨长条开始、四轨长条中间^^^B - 一轨长条中间、四轨长条开始,A - 二轨长条结尾、四轨长条结尾^^^B - 一轨长条结尾、三轨长条结尾,494,1332,110 + 0.0,301、820,A - 一轨长条开始、四轨长条中间,A - 二轨长条结尾、四轨长条结尾,494,1332,2298879,55 + 0.0
,,"Turn Up","周汤豪",,红色,分开,184 + 492,A - 四轨长条开始^^^B - 一轨长条开始,A - 四轨单点^^^B - 一轨单点,289,587,69 + 0.4,184、492,A - 四轨长条开始,A - 四轨单点,289,587,1110963,35 - 0.3
,,"She is","OVAN/SHAUN",,红色,分开,113 + 166、114 + 166、115 + 166,A - 四轨单点^^^A - 四轨单点,A - 一轨单点^^^A - 一轨长条结尾,241,385,53 - 0.3,150,A - 二轨长条中间,A - 二轨单点,241,385,743091,29 - 0.2
,,"朝代","排骨教主",,红色,分开,129 + 302,A - 一轨单点^^^B - 四轨单点,A - 四轨长条左滑^^^B - 一轨长条右滑,227,477,65 - 0.4,129、302,A - 一轨单点,A - 四轨长条左滑,227,477,986086,32 + 0.3
,,"HERO","李子璇",,红色,分开,23 + 99,A - 一轨单点^^^A - 三轨长条开始,A - 四轨单点^^^A - 四轨单点,269,514,75 + 0.1,99,A - 三轨长条开始,A - 四轨单点,269,514,1114001,40 - 0.2
,,"两小无猜","小木",50,红色,分开,383 + 491,B - 二轨单点^^^B - 四轨单点,B - 一轨长条中间^^^B - 三轨长条中间,261,597,63 + 0.0,491,B - 四轨单点,B - 三轨长条中间,261,597,1158707,33 - 0.5
D,10,"Dancing on","FTISLAND",,,分开,224 + 843,A - 三轨单点^^^B - 二轨单点,A - 四轨长条左滑^^^B - 一轨长条右滑,647,1273,90 - 0.2,224、843,A - 三轨单点,A - 四轨长条左滑,647,1273,2225428,45 - 0.1
,,"原点","徐梦圆",,,分开,491 + 1128,A - 二轨长条开始^^^B - 三轨长条开始,A - 一轨单点^^^B - 四轨单点,606,1244,77 + 0.2,1128,B - 三轨长条开始,B - 四轨单点,606,1244,1759016,39 + 0.1
,,"不逃","罗志祥",,红色,分开,132 + 341,A - 一轨单点^^^B - 四轨单点,A - 三轨单点^^^B - 一轨单点,221,429,60 + 0.4,132,A - 一轨单点,A - 三轨单点,221,429,903510,30 + 0.4
,,"孤注一掷的舞者","DOES",,,分开,200 + 765、765 + 887、765 + 1003,A - 二一轨滑键、四轨长条开始^^^B - 三轨长条右滑,A - 二轨长条左滑^^^B - 一轨长条中间、四轨长条中间,573,1120,87 + 0.1,765,B - 三轨长条右滑,B - 一轨长条中间、四轨长条中间,573,1120,2028537,45 - 0.5
K,10,"克罗地亚第二狂想曲","Various Artists",,蓝色,分开,1244 + 2177,B - 三四轨滑条^^^B - 一轨长条中间、三四轨滑键,B - 一轨长条右滑、三轨长条右滑^^^B - 一轨长条结尾、三轨长条结尾,1131,2314,106 - 0.3,1244,B - 三四轨滑条,B - 一轨长条右滑、三轨长条右滑,1131,2314,5039746,54 - 0.3
,,"I like you(炫舞音乐季主题曲)","孟美岐",,,分开,357 + 724,A - 一轨长条中间、四轨单点^^^B - 三轨单点、四轨长条中间,A - 二一轨滑键、四轨长条左滑^^^B - 一轨长条右滑、三四轨滑键,426,863,82 + 0.4,724,B - 三轨单点、四轨长条中间,B - 一轨长条右滑、三四轨滑键,426,863,1746729,45 - 0.5
H,9,"Hypnotic","Zella Day",,,分开,249 + 674,A - 四轨长条左滑^^^B - 一轨长条右滑,A - 一轨单点、三轨长条右滑^^^B - 二轨长条左滑、四轨单点,642,1296,82 - 0.4,249、674,A - 四轨长条左滑,A - 一轨单点、三轨长条右滑,642,1296,2403072,41 - 0.2
C,6,"藏不住","BY2/萧秉治",,,分开,240 + 694、623 + 694,A - 四轨单点^^^B - 一轨单点,A - 三轨长条结尾^^^B - 二轨单点,324,748,52 - 0.1,694,B - 一轨单点,B - 二轨单点,324,748,1234731,27 - 0.3
,,"I Got You","Bebe Rexha",,红色,分开,141 + 279,A - 三轨单点^^^B - 一轨单点、三轨单点,A - 四轨单点^^^B - 一轨单点,191,406,75 + 0.0,279,B - 一轨单点、三轨单点,B - 一轨单点,191,406,886284,39 + 0.0
,,"我的告白","王栎鑫/周文杰",,,分开,773 + 962、778 + 962,B - 三轨长条右滑^^^B - 三轨单点,B - 四轨长条左滑^^^B - 一轨长条结尾、四轨单点,614,1063,92 + 0.2,773、778,B - 三轨长条右滑,B - 四轨长条左滑,614,1063,1874716,48 - 0.1
,,"Focus","TANGRAM",,,分开,158 + 347、158 + 579、347 + 579,A - 四轨单点^^^B - 四轨单点,A - 二轨单点、三轨单点^^^B - 一轨单点、四轨单点,277,660,64 + 0.0,158、347、579,A - 四轨单点,A - 二轨单点、三轨单点,277,660,1456088,32 + 0.0
